Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
203256,NA,NA,NA,NA,NA,NA,NA,0
203257,NA,NA,NA,NA,NA,NA,NA,0
203258,NA,NA,NA,NA,NA,NA,NA,0
203259,NA,NA,NA,NA,NA,NA,NA,0
203260,NA,NA,NA,NA,NA,NA,NA,0
203261,NA,NA,NA,NA,NA,NA,NA,0
203262,NA,NA,NA,NA,NA,NA,NA,0
203263,NA,NA,NA,NA,NA,NA,NA,0
203264,NA,NA,NA,NA,NA,NA,NA,0
203265,NA,NA,NA,NA,NA,NA,NA,0
203266,NA,NA,NA,NA,NA,NA,NA,0
203267,NA,NA,NA,NA,NA,NA,NA,0
203268,NA,NA,NA,NA,NA,NA,NA,0
203269,NA,NA,NA,NA,NA,NA,NA,0
203270,NA,NA,NA,NA,NA,NA,NA,0
203271,NA,NA,NA,NA,NA,NA,NA,0
203272,NA,NA,NA,NA,NA,NA,NA,0
203273,NA,NA,NA,NA,NA,NA,NA,0
203274,NA,NA,NA,NA,NA,NA,NA,0
203275,NA,NA,NA,NA,NA,NA,NA,0
203276,NA,NA,NA,NA,NA,NA,NA,0
203277,NA,NA,NA,NA,NA,NA,NA,0
203278,NA,NA,NA,NA,NA,NA,NA,0
203279,NA,NA,NA,NA,NA,NA,NA,0
203280,NA,NA,NA,NA,NA,NA,NA,0
203281,NA,NA,NA,NA,NA,NA,NA,0
203282,NA,NA,NA,NA,NA,NA,NA,0
203283,NA,NA,NA,NA,NA,NA,NA,0
203229,NA,NA,NA,NA,NA,NA,NA,0
203284,NA,NA,NA,NA,NA,NA,NA,0
203285,NA,NA,NA,NA,NA,NA,NA,0
203286,NA,NA,NA,NA,NA,NA,NA,0
203287,NA,NA,NA,NA,NA,NA,NA,0
203288,NA,NA,NA,NA,NA,NA,NA,0
203289,NA,NA,NA,NA,NA,NA,NA,0
203290,NA,NA,NA,NA,NA,NA,NA,0
203291,NA,NA,NA,NA,NA,NA,NA,0
203292,NA,NA,NA,NA,NA,NA,NA,0
203293,NA,NA,NA,NA,NA,NA,NA,0
203294,NA,NA,NA,NA,NA,NA,NA,0
203295,NA,NA,NA,NA,NA,NA,NA,0
203296,NA,NA,NA,NA,NA,NA,NA,0
203297,NA,NA,NA,NA,NA,NA,NA,0
203298,NA,NA,NA,NA,NA,NA,NA,0
203299,NA,NA,NA,NA,NA,NA,NA,0
203300,NA,NA,NA,NA,NA,NA,NA,0
203301,NA,NA,NA,NA,NA,NA,NA,0
203302,NA,NA,NA,NA,NA,NA,NA,0
203303,NA,NA,NA,NA,NA,NA,NA,0
203304,NA,NA,NA,NA,NA,NA,NA,0
203305,NA,NA,NA,NA,NA,NA,NA,0
203306,NA,NA,NA,NA,NA,NA,NA,0
203307,NA,NA,NA,NA,NA,NA,NA,0
203308,NA,NA,NA,NA,NA,NA,NA,0
203309,NA,NA,NA,NA,NA,NA,NA,0
203310,NA,NA,NA,NA,NA,NA,NA,0
203311,NA,NA,NA,NA,NA,NA,NA,0
203312,NA,NA,NA,NA,NA,NA,NA,0
203313,NA,NA,NA,NA,NA,NA,NA,0
203314,NA,NA,NA,NA,NA,NA,NA,0
203315,NA,NA,NA,NA,NA,NA,NA,0
203316,NA,NA,NA,NA,NA,NA,NA,0
203317,NA,NA,NA,NA,NA,NA,NA,0
203318,NA,NA,NA,NA,NA,NA,NA,0
203319,NA,NA,NA,NA,NA,NA,NA,0
203320,NA,NA,NA,NA,NA,NA,NA,0
203321,NA,NA,NA,NA,NA,NA,NA,0
203322,NA,NA,NA,NA,NA,NA,NA,0
203323,NA,NA,NA,NA,NA,NA,NA,0
203324,NA,NA,NA,NA,NA,NA,NA,0
203325,NA,NA,NA,NA,NA,NA,NA,0
203326,NA,NA,NA,NA,NA,NA,NA,0
203327,NA,NA,NA,NA,NA,NA,NA,0
203328,NA,NA,NA,NA,NA,NA,NA,0
203329,NA,NA,NA,NA,NA,NA,NA,0
203330,NA,NA,NA,NA,NA,NA,NA,0
203331,NA,NA,NA,NA,NA,NA,NA,0
203332,NA,NA,NA,NA,NA,NA,NA,0
203333,NA,NA,NA,NA,NA,NA,NA,0
203334,NA,NA,NA,NA,NA,NA,NA,0
203335,NA,NA,NA,NA,NA,NA,NA,0
203336,NA,NA,NA,NA,NA,NA,NA,0
203337,NA,NA,NA,NA,NA,NA,NA,0
203338,NA,NA,NA,NA,NA,NA,NA,0
203339,NA,NA,NA,NA,NA,NA,NA,0
203340,NA,NA,NA,NA,NA,NA,NA,0
203341,NA,NA,NA,NA,NA,NA,NA,0
203342,NA,NA,NA,NA,NA,NA,NA,0
203343,NA,NA,NA,NA,NA,NA,NA,0
203344,NA,NA,NA,NA,NA,NA,NA,0
205074,NA,NA,NA,NA,NA,NA,NA,0
205075,NA,NA,NA,NA,NA,NA,NA,0
205076,NA,NA,NA,NA,NA,NA,NA,0
205077,NA,NA,NA,NA,NA,NA,NA,0
205079,NA,NA,NA,NA,NA,NA,NA,0
205080,NA,NA,NA,NA,NA,NA,NA,0
205081,NA,NA,NA,NA,NA,NA,NA,0
205082,NA,NA,NA,NA,NA,NA,NA,0
205083,NA,NA,NA,NA,NA,NA,NA,0
205084,NA,NA,NA,NA,NA,NA,NA,0
205085,NA,NA,NA,NA,NA,NA,NA,0
205086,NA,NA,NA,NA,NA,NA,NA,0
205087,NA,NA,NA,NA,NA,NA,NA,0
205088,NA,NA,NA,NA,NA,NA,NA,0
205089,NA,NA,NA,NA,NA,NA,NA,0
205090,NA,NA,NA,NA,NA,NA,NA,0
205091,NA,NA,NA,NA,NA,NA,NA,0
205092,NA,NA,NA,NA,NA,NA,NA,0
205093,"5,7-Dimethoxyisoflavone",HMDB0030698,6710704,205093,NA,NA,COC1=CC(OC)=C2C(=O)C(=COC2=C1)C1=CC=CC=C1,1
205094,NA,NA,NA,NA,NA,NA,NA,0
205095,NA,NA,NA,NA,NA,NA,NA,0
205096,NA,NA,NA,NA,NA,NA,NA,0
205097,NA,NA,NA,NA,NA,NA,NA,0
205098,NA,NA,NA,NA,NA,NA,NA,0
205099,NA,NA,NA,NA,NA,NA,NA,0
205100,NA,NA,NA,NA,NA,NA,NA,0
205101,NA,NA,NA,NA,NA,NA,NA,0
205102,NA,NA,NA,NA,NA,NA,NA,0
205103,NA,NA,NA,NA,NA,NA,NA,0
205104,NA,NA,NA,NA,NA,NA,NA,0
205105,NA,NA,NA,NA,NA,NA,NA,0
205106,NA,NA,NA,NA,NA,NA,NA,0
205107,NA,NA,NA,NA,NA,NA,NA,0
205108,NA,NA,NA,NA,NA,NA,NA,0
205109,NA,NA,NA,NA,NA,NA,NA,0
205110,NA,NA,NA,NA,NA,NA,NA,0
205111,NA,NA,NA,NA,NA,NA,NA,0
205112,NA,NA,NA,NA,NA,NA,NA,0
205113,NA,NA,NA,NA,NA,NA,NA,0
205114,NA,NA,NA,NA,NA,NA,NA,0
205115,NA,NA,NA,NA,NA,NA,NA,0
205116,NA,NA,NA,NA,NA,NA,NA,0
205117,NA,NA,NA,NA,NA,NA,NA,0
205118,NA,NA,NA,NA,NA,NA,NA,0
205119,NA,NA,NA,NA,NA,NA,NA,0
205120,NA,NA,NA,NA,NA,NA,NA,0
205121,NA,NA,NA,NA,NA,NA,NA,0
205073,NA,NA,NA,NA,NA,NA,NA,0
205122,NA,NA,NA,NA,NA,NA,NA,0
205123,NA,NA,NA,NA,NA,NA,NA,0
205124,NA,NA,NA,NA,NA,NA,NA,0
205125,NA,NA,NA,NA,NA,NA,NA,0
205126,NA,NA,NA,NA,NA,NA,NA,0
205127,NA,NA,NA,NA,NA,NA,NA,0
205128,NA,NA,NA,NA,NA,NA,NA,0
205129,NA,NA,NA,NA,NA,NA,NA,0
205130,NA,NA,NA,NA,NA,NA,NA,0
205131,NA,NA,NA,NA,NA,NA,NA,0
205132,NA,NA,NA,NA,NA,NA,NA,0
205133,NA,NA,NA,NA,NA,NA,NA,0
205134,NA,NA,NA,NA,NA,NA,NA,0
205135,NA,NA,NA,NA,NA,NA,NA,0
205136,NA,NA,NA,NA,NA,NA,NA,0
205137,NA,NA,NA,NA,NA,NA,NA,0
205138,NA,NA,NA,NA,NA,NA,NA,0
205139,NA,NA,NA,NA,NA,NA,NA,0
205140,NA,NA,NA,NA,NA,NA,NA,0
205141,NA,NA,NA,NA,NA,NA,NA,0
205142,NA,NA,NA,NA,NA,NA,NA,0
205143,NA,NA,NA,NA,NA,NA,NA,0
205144,NA,NA,NA,NA,NA,NA,NA,0
205145,NA,NA,NA,NA,NA,NA,NA,0
205146,NA,NA,NA,NA,NA,NA,NA,0
205147,NA,NA,NA,NA,NA,NA,NA,0
205148,NA,NA,NA,NA,NA,NA,NA,0
205149,NA,NA,NA,NA,NA,NA,NA,0
205150,NA,NA,NA,NA,NA,NA,NA,0
205151,NA,NA,NA,NA,NA,NA,NA,0
205152,NA,NA,NA,NA,NA,NA,NA,0
205153,NA,NA,NA,NA,NA,NA,NA,0
205154,NA,NA,NA,NA,NA,NA,NA,0
205155,NA,NA,NA,NA,NA,NA,NA,0
205156,NA,NA,NA,NA,NA,NA,NA,0
205157,NA,NA,NA,NA,NA,NA,NA,0
205158,NA,NA,NA,NA,NA,NA,NA,0
205159,NA,NA,NA,NA,NA,NA,NA,0
205160,NA,NA,NA,NA,NA,NA,NA,0
205161,NA,NA,NA,NA,NA,NA,NA,0
205162,NA,NA,NA,NA,NA,NA,NA,0
205163,NA,NA,NA,NA,NA,NA,NA,0
205164,NA,NA,NA,NA,NA,NA,NA,0
205165,NA,NA,NA,NA,NA,NA,NA,0
205166,NA,NA,NA,NA,NA,NA,NA,0
205167,NA,NA,NA,NA,NA,NA,NA,0
205168,NA,NA,NA,NA,NA,NA,NA,0
205169,NA,NA,NA,NA,NA,NA,NA,0
205170,NA,NA,NA,NA,NA,NA,NA,0
205171,NA,NA,NA,NA,NA,NA,NA,0
205172,NA,NA,NA,NA,NA,NA,NA,0
205173,NA,NA,NA,NA,NA,NA,NA,0
205174,NA,NA,NA,NA,NA,NA,NA,0
205175,NA,NA,NA,NA,NA,NA,NA,0
205176,NA,NA,NA,NA,NA,NA,NA,0
205177,NA,NA,NA,NA,NA,NA,NA,0
205178,NA,NA,NA,NA,NA,NA,NA,0
205179,NA,NA,NA,NA,NA,NA,NA,0
205180,NA,NA,NA,NA,NA,NA,NA,0
205181,NA,NA,NA,NA,NA,NA,NA,0
205182,NA,NA,NA,NA,NA,NA,NA,0
205183,NA,NA,NA,NA,NA,NA,NA,0
205184,NA,NA,NA,NA,NA,NA,NA,0
205185,NA,NA,NA,NA,NA,NA,NA,0
205186,NA,NA,NA,NA,NA,NA,NA,0
205187,NA,NA,NA,NA,NA,NA,NA,0
205188,NA,NA,NA,NA,NA,NA,NA,0
205189,NA,NA,NA,NA,NA,NA,NA,0
205190,NA,NA,NA,NA,NA,NA,NA,0
205191,NA,NA,NA,NA,NA,NA,NA,0
205192,NA,NA,NA,NA,NA,NA,NA,0
205193,NA,NA,NA,NA,NA,NA,NA,0
205194,NA,NA,NA,NA,NA,NA,NA,0
205195,NA,NA,NA,NA,NA,NA,NA,0
205196,NA,NA,NA,NA,NA,NA,NA,0
203345,NA,NA,NA,NA,NA,NA,NA,0
203346,NA,NA,NA,NA,NA,NA,NA,0
203347,NA,NA,NA,NA,NA,NA,NA,0
203348,NA,NA,NA,NA,NA,NA,NA,0
203349,NA,NA,NA,NA,NA,NA,NA,0
203350,NA,NA,NA,NA,NA,NA,NA,0
203351,NA,NA,NA,NA,NA,NA,NA,0
203352,NA,NA,NA,NA,NA,NA,NA,0
203353,NA,NA,NA,NA,NA,NA,NA,0
203354,NA,NA,NA,NA,NA,NA,NA,0
203355,NA,NA,NA,NA,NA,NA,NA,0
203356,NA,NA,NA,NA,NA,NA,NA,0
203357,NA,NA,NA,NA,NA,NA,NA,0
203358,NA,NA,NA,NA,NA,NA,NA,0
203359,NA,NA,NA,NA,NA,NA,NA,0
203360,NA,NA,NA,NA,NA,NA,NA,0
203361,NA,NA,NA,NA,NA,NA,NA,0
203362,NA,NA,NA,NA,NA,NA,NA,0
203363,NA,NA,NA,NA,NA,NA,NA,0
203364,NA,NA,NA,NA,NA,NA,NA,0
203365,NA,NA,NA,NA,NA,NA,NA,0
203366,NA,NA,NA,NA,NA,NA,NA,0
203367,NA,NA,NA,NA,NA,NA,NA,0
203368,NA,NA,NA,NA,NA,NA,NA,0
203369,NA,NA,NA,NA,NA,NA,NA,0
203370,NA,NA,NA,NA,NA,NA,NA,0
203371,NA,NA,NA,NA,NA,NA,NA,0
203372,NA,NA,NA,NA,NA,NA,NA,0
203373,NA,NA,NA,NA,NA,NA,NA,0
203374,NA,NA,NA,NA,NA,NA,NA,0
203375,NA,NA,NA,NA,NA,NA,NA,0
203376,NA,NA,NA,NA,NA,NA,NA,0
203377,NA,NA,NA,NA,NA,NA,NA,0
203378,NA,NA,NA,NA,NA,NA,NA,0
203379,NA,NA,NA,NA,NA,NA,NA,0
203380,NA,NA,NA,NA,NA,NA,NA,0
203381,NA,NA,NA,NA,NA,NA,NA,0
203382,NA,NA,NA,NA,NA,NA,NA,0
203383,NA,NA,NA,NA,NA,NA,NA,0
203384,NA,NA,NA,NA,NA,NA,NA,0
203385,NA,NA,NA,NA,NA,NA,NA,0
203386,NA,NA,NA,NA,NA,NA,NA,0
203387,NA,NA,NA,NA,NA,NA,NA,0
203388,NA,NA,NA,NA,NA,NA,NA,0
203389,NA,NA,NA,NA,NA,NA,NA,0
203390,NA,NA,NA,NA,NA,NA,NA,0
203391,NA,NA,NA,NA,NA,NA,NA,0
203392,NA,NA,NA,NA,NA,NA,NA,0
203393,NA,NA,NA,NA,NA,NA,NA,0
203394,NA,NA,NA,NA,NA,NA,NA,0
203395,NA,NA,NA,NA,NA,NA,NA,0
203396,NA,NA,NA,NA,NA,NA,NA,0
203397,NA,NA,NA,NA,NA,NA,NA,0
203398,NA,NA,NA,NA,NA,NA,NA,0
203399,NA,NA,NA,NA,NA,NA,NA,0
203400,NA,NA,NA,NA,NA,NA,NA,0
203401,NA,NA,NA,NA,NA,NA,NA,0
203402,NA,NA,NA,NA,NA,NA,NA,0
203403,NA,NA,NA,NA,NA,NA,NA,0
203404,NA,NA,NA,NA,NA,NA,NA,0
203405,NA,NA,NA,NA,NA,NA,NA,0
203406,NA,NA,NA,NA,NA,NA,NA,0
203407,NA,NA,NA,NA,NA,NA,NA,0
203408,NA,NA,NA,NA,NA,NA,NA,0
203409,NA,NA,NA,NA,NA,NA,NA,0
203410,NA,NA,NA,NA,NA,NA,NA,0
203411,NA,NA,NA,NA,NA,NA,NA,0
203412,NA,NA,NA,NA,NA,NA,NA,0
203413,NA,NA,NA,NA,NA,NA,NA,0
203414,NA,NA,NA,NA,NA,NA,NA,0
203415,NA,NA,NA,NA,NA,NA,NA,0
203416,NA,NA,NA,NA,NA,NA,NA,0
203417,NA,NA,NA,NA,NA,NA,NA,0
203418,NA,NA,NA,NA,NA,NA,NA,0
203419,NA,NA,NA,NA,NA,NA,NA,0
203420,NA,NA,NA,NA,NA,NA,NA,0
203421,NA,NA,NA,NA,NA,NA,NA,0
203422,NA,NA,NA,NA,NA,NA,NA,0
203423,NA,NA,NA,NA,NA,NA,NA,0
203424,NA,NA,NA,NA,NA,NA,NA,0
203425,NA,NA,NA,NA,NA,NA,NA,0
203426,NA,NA,NA,NA,NA,NA,NA,0
203427,NA,NA,NA,NA,NA,NA,NA,0
203428,NA,NA,NA,NA,NA,NA,NA,0
203429,NA,NA,NA,NA,NA,NA,NA,0
203430,NA,NA,NA,NA,NA,NA,NA,0
203431,NA,NA,NA,NA,NA,NA,NA,0
203432,NA,NA,NA,NA,NA,NA,NA,0
203433,NA,NA,NA,NA,NA,NA,NA,0
203434,NA,NA,NA,NA,NA,NA,NA,0
203435,NA,NA,NA,NA,NA,NA,NA,0
203436,NA,NA,NA,NA,NA,NA,NA,0
203437,NA,NA,NA,NA,NA,NA,NA,0
203438,NA,NA,NA,NA,NA,NA,NA,0
203439,NA,NA,NA,NA,NA,NA,NA,0
203440,NA,NA,NA,NA,NA,NA,NA,0
203441,NA,NA,NA,NA,NA,NA,NA,0
203442,NA,NA,NA,NA,NA,NA,NA,0
203443,NA,NA,NA,NA,NA,NA,NA,0
203444,NA,NA,NA,NA,NA,NA,NA,0
203445,NA,NA,NA,NA,NA,NA,NA,0
203446,NA,NA,NA,NA,NA,NA,NA,0
203447,NA,NA,NA,NA,NA,NA,NA,0
203448,NA,NA,NA,NA,NA,NA,NA,0
203449,NA,NA,NA,NA,NA,NA,NA,0
203450,NA,NA,NA,NA,NA,NA,NA,0
203451,NA,NA,NA,NA,NA,NA,NA,0
203452,NA,NA,NA,NA,NA,NA,NA,0
203453,NA,NA,NA,NA,NA,NA,NA,0
203454,NA,NA,NA,NA,NA,NA,NA,0
203455,NA,NA,NA,NA,NA,NA,NA,0
203456,NA,NA,NA,NA,NA,NA,NA,0
203457,NA,NA,NA,NA,NA,NA,NA,0
203458,NA,NA,NA,NA,NA,NA,NA,0
203459,NA,NA,NA,NA,NA,NA,NA,0
203460,NA,NA,NA,NA,NA,NA,NA,0
203461,NA,NA,NA,NA,NA,NA,NA,0
203462,NA,NA,NA,NA,NA,NA,NA,0
203463,NA,NA,NA,NA,NA,NA,NA,0
203464,NA,NA,NA,NA,NA,NA,NA,0
203465,NA,NA,NA,NA,NA,NA,NA,0
205198,NA,NA,NA,NA,NA,NA,NA,0
205199,NA,NA,NA,NA,NA,NA,NA,0
205200,NA,NA,NA,NA,NA,NA,NA,0
205201,NA,NA,NA,NA,NA,NA,NA,0
205202,NA,NA,NA,NA,NA,NA,NA,0
205203,NA,NA,NA,NA,NA,NA,NA,0
205204,NA,NA,NA,NA,NA,NA,NA,0
205205,NA,NA,NA,NA,NA,NA,NA,0
205206,NA,NA,NA,NA,NA,NA,NA,0
205207,NA,NA,NA,NA,NA,NA,NA,0
205208,NA,NA,NA,NA,NA,NA,NA,0
205209,NA,NA,NA,NA,NA,NA,NA,0
205210,NA,NA,NA,NA,NA,NA,NA,0
205211,NA,NA,NA,NA,NA,NA,NA,0
205212,NA,NA,NA,NA,NA,NA,NA,0
205213,NA,NA,NA,NA,NA,NA,NA,0
205214,NA,NA,NA,NA,NA,NA,NA,0
205215,NA,NA,NA,NA,NA,NA,NA,0
205216,NA,NA,NA,NA,NA,NA,NA,0
205217,NA,NA,NA,NA,NA,NA,NA,0
205218,NA,NA,NA,NA,NA,NA,NA,0
205219,NA,NA,NA,NA,NA,NA,NA,0
205220,NA,NA,NA,NA,NA,NA,NA,0
205221,NA,NA,NA,NA,NA,NA,NA,0
205222,NA,NA,NA,NA,NA,NA,NA,0
205223,NA,NA,NA,NA,NA,NA,NA,0
205224,NA,NA,NA,NA,NA,NA,NA,0
205225,NA,NA,NA,NA,NA,NA,NA,0
205226,NA,NA,NA,NA,NA,NA,NA,0
205227,NA,NA,NA,NA,NA,NA,NA,0
205228,NA,NA,NA,NA,NA,NA,NA,0
205229,NA,NA,NA,NA,NA,NA,NA,0
205230,NA,NA,NA,NA,NA,NA,NA,0
205231,NA,NA,NA,NA,NA,NA,NA,0
205232,NA,NA,NA,NA,NA,NA,NA,0
205233,NA,NA,NA,NA,NA,NA,NA,0
205234,NA,NA,NA,NA,NA,NA,NA,0
205235,NA,NA,NA,NA,NA,NA,NA,0
205236,NA,NA,NA,NA,NA,NA,NA,0
205237,NA,NA,NA,NA,NA,NA,NA,0
205238,NA,NA,NA,NA,NA,NA,NA,0
205239,NA,NA,NA,NA,NA,NA,NA,0
205240,NA,NA,NA,NA,NA,NA,NA,0
205241,NA,NA,NA,NA,NA,NA,NA,0
205242,NA,NA,NA,NA,NA,NA,NA,0
205243,NA,NA,NA,NA,NA,NA,NA,0
205244,NA,NA,NA,NA,NA,NA,NA,0
205245,NA,NA,NA,NA,NA,NA,NA,0
205246,NA,NA,NA,NA,NA,NA,NA,0
205247,NA,NA,NA,NA,NA,NA,NA,0
205248,NA,NA,NA,NA,NA,NA,NA,0
205249,NA,NA,NA,NA,NA,NA,NA,0
205197,NA,NA,NA,NA,NA,NA,NA,0
205250,NA,NA,NA,NA,NA,NA,NA,0
205251,NA,NA,NA,NA,NA,NA,NA,0
205252,NA,NA,NA,NA,NA,NA,NA,0
205253,NA,NA,NA,NA,NA,NA,NA,0
205254,NA,NA,NA,NA,NA,NA,NA,0
205255,NA,NA,NA,NA,NA,NA,NA,0
205256,NA,NA,NA,NA,NA,NA,NA,0
205257,NA,NA,NA,NA,NA,NA,NA,0
205258,NA,NA,NA,NA,NA,NA,NA,0
205259,NA,NA,NA,NA,NA,NA,NA,0
205260,NA,NA,NA,NA,NA,NA,NA,0
205261,NA,NA,NA,NA,NA,NA,NA,0
205262,NA,NA,NA,NA,NA,NA,NA,0
205263,NA,NA,NA,NA,NA,NA,NA,0
205264,NA,NA,NA,NA,NA,NA,NA,0
205265,NA,NA,NA,NA,NA,NA,NA,0
205266,NA,NA,NA,NA,NA,NA,NA,0
205267,NA,NA,NA,NA,NA,NA,NA,0
205268,NA,NA,NA,NA,NA,NA,NA,0
205269,NA,NA,NA,NA,NA,NA,NA,0
205270,NA,NA,NA,NA,NA,NA,NA,0
205271,NA,NA,NA,NA,NA,NA,NA,0
205272,NA,NA,NA,NA,NA,NA,NA,0
205273,NA,NA,NA,NA,NA,NA,NA,0
205274,NA,NA,NA,NA,NA,NA,NA,0
205275,NA,NA,NA,NA,NA,NA,NA,0
205276,NA,NA,NA,NA,NA,NA,NA,0
205277,NA,NA,NA,NA,NA,NA,NA,0
205278,NA,NA,NA,NA,NA,NA,NA,0
205279,NA,NA,NA,NA,NA,NA,NA,0
205280,NA,NA,NA,NA,NA,NA,NA,0
205281,NA,NA,NA,NA,NA,NA,NA,0
205282,NA,NA,NA,NA,NA,NA,NA,0
205283,NA,NA,NA,NA,NA,NA,NA,0
205284,NA,NA,NA,NA,NA,NA,NA,0
205285,NA,NA,NA,NA,NA,NA,NA,0
205286,NA,NA,NA,NA,NA,NA,NA,0
205287,NA,NA,NA,NA,NA,NA,NA,0
205288,NA,NA,NA,NA,NA,NA,NA,0
205289,NA,NA,NA,NA,NA,NA,NA,0
205290,NA,NA,NA,NA,NA,NA,NA,0
205291,NA,NA,NA,NA,NA,NA,NA,0
205292,NA,NA,NA,NA,NA,NA,NA,0
205293,NA,NA,NA,NA,NA,NA,NA,0
205294,NA,NA,NA,NA,NA,NA,NA,0
205295,NA,NA,NA,NA,NA,NA,NA,0
205296,NA,NA,NA,NA,NA,NA,NA,0
205297,NA,NA,NA,NA,NA,NA,NA,0
205298,NA,NA,NA,NA,NA,NA,NA,0
205299,NA,NA,NA,NA,NA,NA,NA,0
205300,NA,NA,NA,NA,NA,NA,NA,0
205301,NA,NA,NA,NA,NA,NA,NA,0
205302,NA,NA,NA,NA,NA,NA,NA,0
205303,NA,NA,NA,NA,NA,NA,NA,0
205304,NA,NA,NA,NA,NA,NA,NA,0
205305,NA,NA,NA,NA,NA,NA,NA,0
205306,NA,NA,NA,NA,NA,NA,NA,0
205307,NA,NA,NA,NA,NA,NA,NA,0
205308,NA,NA,NA,NA,NA,NA,NA,0
205309,NA,NA,NA,NA,NA,NA,NA,0
205310,NA,NA,NA,NA,NA,NA,NA,0
205311,NA,NA,NA,NA,NA,NA,NA,0
205312,NA,NA,NA,NA,NA,NA,NA,0
205313,NA,NA,NA,NA,NA,NA,NA,0
205314,NA,NA,NA,NA,NA,NA,NA,0
205315,NA,NA,NA,NA,NA,NA,NA,0
205316,NA,NA,NA,NA,NA,NA,NA,0
205317,NA,NA,NA,NA,NA,NA,NA,0
205318,NA,NA,NA,NA,NA,NA,NA,0
205319,NA,NA,NA,NA,NA,NA,NA,0
205320,NA,NA,NA,NA,NA,NA,NA,0
205321,NA,NA,NA,NA,NA,NA,NA,0
205322,NA,NA,NA,NA,NA,NA,NA,0
205323,NA,NA,NA,NA,NA,NA,NA,0
205324,NA,NA,NA,NA,NA,NA,NA,0
205325,NA,NA,NA,NA,NA,NA,NA,0
205326,NA,NA,NA,NA,NA,NA,NA,0
205327,NA,NA,NA,NA,NA,NA,NA,0
205328,NA,NA,NA,NA,NA,NA,NA,0
205329,NA,NA,NA,NA,NA,NA,NA,0
205330,NA,NA,NA,NA,NA,NA,NA,0
205331,NA,NA,NA,NA,NA,NA,NA,0
203466,NA,NA,NA,NA,NA,NA,NA,0
203467,NA,NA,NA,NA,NA,NA,NA,0
203468,NA,NA,NA,NA,NA,NA,NA,0
203469,NA,NA,NA,NA,NA,NA,NA,0
203470,NA,NA,NA,NA,NA,NA,NA,0
203471,NA,NA,NA,NA,NA,NA,NA,0
203472,NA,NA,NA,NA,NA,NA,NA,0
203473,NA,NA,NA,NA,NA,NA,NA,0
203474,NA,NA,NA,NA,NA,NA,NA,0
203475,NA,NA,NA,NA,NA,NA,NA,0
203476,NA,NA,NA,NA,NA,NA,NA,0
203477,NA,NA,NA,NA,NA,NA,NA,0
203478,NA,NA,NA,NA,NA,NA,NA,0
203479,NA,NA,NA,NA,NA,NA,NA,0
203480,NA,NA,NA,NA,NA,NA,NA,0
203481,NA,NA,NA,NA,NA,NA,NA,0
203482,NA,NA,NA,NA,NA,NA,NA,0
203483,NA,NA,NA,NA,NA,NA,NA,0
203484,NA,NA,NA,NA,NA,NA,NA,0
203485,NA,NA,NA,NA,NA,NA,NA,0
203486,NA,NA,NA,NA,NA,NA,NA,0
203487,NA,NA,NA,NA,NA,NA,NA,0
203488,NA,NA,NA,NA,NA,NA,NA,0
203489,NA,NA,NA,NA,NA,NA,NA,0
203490,NA,NA,NA,NA,NA,NA,NA,0
203491,NA,NA,NA,NA,NA,NA,NA,0
203492,NA,NA,NA,NA,NA,NA,NA,0
203493,NA,NA,NA,NA,NA,NA,NA,0
203494,NA,NA,NA,NA,NA,NA,NA,0
203495,NA,NA,NA,NA,NA,NA,NA,0
203496,NA,NA,NA,NA,NA,NA,NA,0
203497,NA,NA,NA,NA,NA,NA,NA,0
203498,NA,NA,NA,NA,NA,NA,NA,0
203499,NA,NA,NA,NA,NA,NA,NA,0
203500,NA,NA,NA,NA,NA,NA,NA,0
203501,NA,NA,NA,NA,NA,NA,NA,0
203502,NA,NA,NA,NA,NA,NA,NA,0
203503,NA,NA,NA,NA,NA,NA,NA,0
203504,NA,NA,NA,NA,NA,NA,NA,0
203505,NA,NA,NA,NA,NA,NA,NA,0
203506,NA,NA,NA,NA,NA,NA,NA,0
203507,NA,NA,NA,NA,NA,NA,NA,0
203508,NA,NA,NA,NA,NA,NA,NA,0
203509,NA,NA,NA,NA,NA,NA,NA,0
203510,NA,NA,NA,NA,NA,NA,NA,0
203511,NA,NA,NA,NA,NA,NA,NA,0
203512,NA,NA,NA,NA,NA,NA,NA,0
203513,NA,NA,NA,NA,NA,NA,NA,0
203514,NA,NA,NA,NA,NA,NA,NA,0
203515,NA,NA,NA,NA,NA,NA,NA,0
203516,NA,NA,NA,NA,NA,NA,NA,0
203517,NA,NA,NA,NA,NA,NA,NA,0
203518,NA,NA,NA,NA,NA,NA,NA,0
203519,NA,NA,NA,NA,NA,NA,NA,0
203520,NA,NA,NA,NA,NA,NA,NA,0
203521,NA,NA,NA,NA,NA,NA,NA,0
203522,NA,NA,NA,NA,NA,NA,NA,0
203523,NA,NA,NA,NA,NA,NA,NA,0
203524,NA,NA,NA,NA,NA,NA,NA,0
203525,NA,NA,NA,NA,NA,NA,NA,0
203526,NA,NA,NA,NA,NA,NA,NA,0
203527,NA,NA,NA,NA,NA,NA,NA,0
203528,NA,NA,NA,NA,NA,NA,NA,0
203529,NA,NA,NA,NA,NA,NA,NA,0
203530,NA,NA,NA,NA,NA,NA,NA,0
