Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
17172,Deoxyguanosine,HMDB0000085,187790,17172,C00330,3395,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,1
17179,NA,NA,NA,NA,NA,NA,NA,0
17189,Gentisic acid,HMDB0000152,3469,17189,C00628,618,OC(=O)C1=C(O)C=CC(O)=C1,1
171895,NA,NA,NA,NA,NA,NA,NA,0
17202,Inosinic acid,HMDB0000175,8582,17202,C00130,5196,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,1
17210,NA,NA,NA,NA,NA,NA,NA,0
17211,Geranyl-PP,HMDB0001285,445995,17211,C00341,6134,CC(C)=CCC\C(C)=C\COP(O)(=O)OP(O)(O)=O,1
17240,NA,NA,NA,NA,NA,NA,NA,0
17245,Carbon monoxide,HMDB0001361,281,17245,C00237,NA,[C-]#[O+],1
17252,17-Hydroxyprogesterone,HMDB0000374,6238,17252,C01176,5363,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1
17256,Deoxyadenosine,HMDB0000101,13730,17256,C00559,3382,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC=N1,1
17263,Estrone,HMDB0000145,5870,17263,C00468,264,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,1
17268,myo-Inositol,HMDB0000211,NA,17268,C00137,5221,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,1
17278,27-Deoxy-5b-cyprinol,HMDB0001231,193321,17278,C05446,6095,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)CO,1
17285,(R)-cysteate,HMDB0303991,NA,17285,C00506,NA,N[C@@H](CS(O)(=O)=O)C(O)=O,1
172871,8-oxo-dATP(4-),NA,NA,172871,NA,NA,NA,1
172872,N(6)-methyl-dATP(4-),NA,NA,172872,NA,NA,NA,1
172873,N(6)-methyl-ATP(4-),NA,NA,172873,NA,NA,NA,1
172878,2-oxo-ATP(4-),NA,NA,172878,NA,NA,NA,1
172918,PF-00835231,NA,NA,172918,NA,NA,[H][C@@]1(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)CO)CCNC1=O,1
17306,NA,NA,NA,NA,NA,NA,NA,0
17310,Pyridoxal,HMDB0001545,1050,17310,C00250,6312,CC1=NC=C(CO)C(C=O)=C1O,1
17319,5'-Deoxyadenosine,HMDB0001983,439182,17319,C05198,NA,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,1
17336,Vitamin A,HMDB0000305,445354,17336,C00473,NA,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,1
17345,Guanosine monophosphate,HMDB0001397,6804,17345,C00144,6216,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,1
17347,Testosterone,HMDB0000234,6013,17347,C00535,390,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1
17351,Linoleic acid,HMDB0000673,5280450,17351,C01595,191,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,1
173517,N-Acetyl-p-benzoquinonimine,NA,NA,173517,NA,NA,NA,1
17359,NA,NA,NA,NA,NA,NA,NA,0
17361,Cytidine monophosphate,HMDB0000095,6131,17361,C00055,5143,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,1
17362,Quinoline,HMDB0033731,7047,17362,C06413,NA,C1=CC=C2N=CC=CC2=C1,1
17364,D-Aspartic acid,HMDB0006483,83887,17364,C00402,15,N[C@H](CC(O)=O)C(O)=O,1
17368,Hypoxanthine,HMDB0000157,790,17368,C00262,83,OC1=NC=NC2=C1NC=N2,1
17378,D-Glyceraldehyde,NA,3856,17378,C00577,NA,NA,1
17380,L-3-Hydroxykynurenine,HMDB0011631,11811,17380,C03227,NA,N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O,1
17388,NA,NA,NA,NA,NA,NA,NA,0
17389,2-Acylglycerol,NA,5194,17389,C02112,NA,NA,1
17399,L-Xylulose,HMDB0000751,89810215,17399,C00312,5719,OC[C@]1(O)OC[C@H](O)[C@H]1O,1
17405,4-Pyridoxic acid,HMDB0000017,6723,17405,C00847,239,CC1=NC=C(CO)C(C(O)=O)=C1O,1
17408,1-Acylglycerol,METPA0229,NA,17408,C01885,NA,NA,1
17411,Aldehydo-N-acetyl-D-glucosamine,HMDB0062641,1738118,17411,NA,NA,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,1
17433,Queuine,HMDB0001495,53477731,17433,C01449,6279,O[C@@H]1C=C[C@@H](NCC2=CNC3=C2C(=O)NC(=N)N3)[C@@H]1O,1
17439,Cyanocobalamin,HMDB0000607,NA,17439,C02823,5582,[H][C@@](C)(CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=CC(C)=C(C)C=C12,1
17442,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",HMDB0000978,472,17442,C01252,5916,NC1=C(C=CC=C1)C(=O)CC(=O)C(O)=O,1
17447,beta-Geraniol,HMDB0035155,637566,17447,C09871,NA,CC(C)=CCC\C(C)=C\CO,1
17474,Estrone sulfate,HMDB0001425,3001028,17474,C02538,3556,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,1
17476,1-(alk-1-enyl)-2-acyl-sn-glycero-3-phosphoethanolamine,NA,NA,17476,NA,NA,C(OC[C@H](COP(OCCN)(=O)O)OC(*)=O)=C*,1
17482,L-Cystathionine,HMDB0000099,439258,17482,C02291,39,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,1
17490,Palmitoylcarnitine,HMDB0000222,11953816,17490,C02990,5231,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,1
17499,hydrogen donor,NA,NA,17499,NA,NA,*([H])[H],1
17500,7alpha-Hydroxycholesterol,HMDB0001496,107722,17500,C03594,6280,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,1
17504,1-O-acyl-sn-glycero-3-phosphocholine(1+),NA,NA,17504,NA,NA,C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)COC([*])=O,1
17509,5'-Methylthioadenosine,HMDB0001173,439176,17509,C00170,3425,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,1
17526,1-Phosphatidyl-1D-myo-inositol 4-phosphate,METPA0164,NA,17526,C01277,NA,NA,1
17533,N-Acetyl-L-glutamic acid,HMDB0001138,70914,17533,C00624,6031,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,1
17544,Hemiasterlin,HMDB0253082,3583,17544,C00288,NA,CNC(C(=O)NC(C(=O)N(C)C(C=C(C)C(O)=O)C(C)C)C(C)(C)C)C(C)(C)C1=CN(C)C2=CC=CC=C12,1
17552,Guanosine diphosphate,HMDB0001201,8977,17552,C00035,6077,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,1
17553,O-Phosphoethanolamine,HMDB0000224,1015,17553,C00346,5233,NCCOP(O)(O)=O,1
17562,Cytidine,HMDB0000089,6175,17562,C00475,3376,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1
17568,Uracil,HMDB0000300,1174,17568,C00106,258,O=C1NC=CC(=O)N1,1
175763,NA,NA,NA,NA,NA,NA,NA,0
17579,beta-Carotene,HMDB0000561,5280489,17579,C02094,5545,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,1
17580,"3,7-Dimethyl-1,6-octadien-3-ol",HMDB0036100,6549,17580,C03985,NA,CC(C)=CCCC(C)(O)C=C,1
17585,Hexadecenal,HMDB0060482,5280541,17585,C06123,NA,CCCCCCCCCCCCC\C=C\C=O,1
17594,Hydroquinone,HMDB0002434,785,17594,C00530,6681,OC1=CC=C(O)C=C1,1
17596,Inosine,HMDB0000195,6021,17596,C00294,84,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12,1
17597,4-Hydroxybenzaldehyde,HMDB0011718,126,17597,C00633,NA,OC1=CC=C(C=O)C=C1,1
17600,Palmitaldehyde,HMDB0001551,984,17600,C00517,6317,CCCCCCCCCCCCCCCC=O,1
17606,Iodine,HMDB0000675,807,17606,C01382,NA,II,1
17612,NA,NA,NA,NA,NA,NA,NA,0
17616,Retinyl palmitate,HMDB0003648,5280531,17616,C02588,6970,CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,1
17632,Nitrate,HMDB0002878,943,17632,C00244,3208,[O-][N+]([O-])=O,1
17634,NA,NA,NA,NA,NA,NA,NA,0
17636,SM(d19:1/24:1(15Z)),HMDB0011699,52931223,17636,C00550,NA,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCCC,1
17650,Cortisol,HMDB0000063,5754,17650,C00735,5124,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1
17654,electron acceptor,NA,NA,17654,NA,NA,NA,1
17659,Uridine 5'-diphosphate,HMDB0000295,6031,17659,C00015,NA,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,1
17682,Benzoin,HMDB0032039,8400,17682,C01408,NA,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,1
17688,Nicotine,HMDB0001934,89594,17688,C00745,1526,[H][C@]1(CCCN1C)C1=CC=CN=C1,1
176905,2'-deoxyuridine 3'-monophosphate(2-),NA,449392,176905,NA,NA,OC[C@H]1O[C@H](C[C@@H]1OP([O-])([O-])=O)N1C=CC(=O)NC1=O,1
176960,salicylic acyl beta-D-glucuronide (1-),NA,NA,176960,NA,NA,NA,1
17697,N-Acetylserotonin,HMDB0001238,903,17697,C00978,366,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,1
176976,1-salicylate O-glucuronide(1-),NA,NA,176976,NA,NA,NA,1
17698,Chloramphenicol,HMDB0014589,5959,17698,C00918,NA,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,1
17703,NA,NA,NA,NA,NA,NA,NA,0
17712,Xanthine,HMDB0000292,1188,17712,C00385,82,O=C1NC2=C(NC=N2)C(=O)N1,1
17716,Hebevinoside I,HMDB0035312,440995,17716,C00243,NA,COC1C=C2C(CCC(OC3OCC(O)C(O)C3O)C2(C)C)C2(C)CCC3(C)C(C(C)CCC=C(C)C)C(CC3(C)C12)OC1OC(COC(C)=O)C(O)C(O)C1O,1
17728,NA,NA,NA,NA,NA,NA,NA,0
17732,Ala-tRNA(Ala),NA,NA,17732,NA,NA,NA,1
17737,Desmosterol,HMDB0002719,439577,17737,C01802,423,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C,1
17742,NA,NA,NA,NA,NA,NA,NA,0
17748,Thymidine,HMDB0000273,5789,17748,C00214,3375,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,1
17750,NA,NA,NA,NA,NA,NA,NA,0
17754,Glycerol,HMDB0000131,753,17754,C00116,105,OCC(O)CO,1
17759,7-Dehydrocholesterol,HMDB0000032,439423,17759,C01164,5101,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,1
17761,NA,NA,NA,NA,NA,NA,NA,0
17775,Uric acid,HMDB0000289,1175,17775,C00366,88,O=C1NC2=C(N1)C(=O)NC(=O)N2,1
17790,Methanol,HMDB0001875,887,17790,C00132,4201,CO,1
17802,Pseudouridine,HMDB0000767,15047,17802,C02067,5734,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O,1
17804,Dyspropterin,HMDB0001195,128973,17804,C03684,6071,CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(N)=N2,1
17806,N-acetyl-beta-D-galactosaminyl group,NA,NA,17806,NA,NA,[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)NC(=O)C)*,1
17810,1-O-(alk-1-enyl)-2-O-acyl-sn-glycero-3-phosphocholine,NA,NA,17810,NA,NA,P(OC[C@@H](CO/C=C/*)OC(=O)*)(=O)(OCC[N+](C)(C)C)[O-],1
17813,"4,4-Dimethylcholesta-8,14,24-trienol",HMDB0001023,443212,17813,C11455,5952,C[C@H](CCC=C(C)C)[C@H]1CC=C2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,1
17814,Salicin,HMDB0003546,439503,17814,C01451,6948,OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,1
17815,"1,2-Diacyl-sn-glycerol",METPA0063,NA,17815,C00641,NA,NA,1
17816,"D-myo-Inositol 1,4-bisphosphate",HMDB0000968,NA,17816,C01220,5911,O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O,1
17821,Thymine,HMDB0000262,1135,17821,C00178,290,CC1=CNC(=O)NC1=O,1
17823,Calcitriol,HMDB0001903,5280453,17823,C01673,6382,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,1
17825,7-Methylguanosine 5'-phosphate,HMDB0059612,440190,17825,C03998,NA,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(O)=NC(=N)N2,1
17826,Methylarsonite,HMDB0012259,161491,17826,C07295,NA,C[As](O)O,1
1784,4-Aminobiphenyl,HMDB0013195,7102,1784,C10998,NA,NC1=CC=C(C=C1)C1=CC=CC=C1,1
17843,transfer RNA,NA,NA,17843,NA,NA,NA,1
17851,m(7)G(5')pppAm,NA,NA,17851,NA,NA,NA,1
17855,NA,NA,NA,NA,NA,NA,NA,0
17864,Taurolithocholic acid 3-sulfate,HMDB0002580,440071,17864,C03642,6716,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)CCC(=O)NCCS(O)(=O)=O,1
17865,NA,NA,NA,NA,NA,NA,NA,0
17879,Heptyl 4-hydroxybenzoate,HMDB0034462,14138,17879,C14718,NA,CCCCCCCOC(=O)C1=CC=C(O)C=C1,1
17883,Hydrochloric acid,HMDB0002306,313,17883,C01327,NA,Cl,1
17898,Retinal,HMDB0001358,638015,17898,C00376,6188,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,1
17899,7a-Hydroxy-cholestene-3-one,HMDB0001993,123743,17899,C05455,6419,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,1
17909,NA,NA,NA,NA,NA,NA,NA,0
17924,Sorbitol,HMDB0000247,5780,17924,C00794,143,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
17925,alpha-D-Glucose,HMDB0003345,79025,17925,C00267,6897,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1
17927,N1-Acetylspermidine,HMDB0001276,496,17927,C00612,3323,CC(=O)NCCCNCCCCN,1
17931,N-Hydroxy-2-acetamidofluorene,HMDB0255151,5896,17931,C03954,NA,CC(=O)N(O)C1=CC2=C(C=C1)C1=CC=CC=C1C2,1
17933,Calcidiol,HMDB0003550,5283731,17933,C01561,6949,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,1
17936,2-acyl-sn-glycero-3-phosphate,NA,NA,17936,NA,NA,OC[C@H](COP(O)(O)=O)OC([*])=O,1
17950,NA,NA,NA,NA,NA,NA,NA,0
17968,NA,NA,NA,NA,NA,NA,NA,0
17972,NA,NA,NA,NA,NA,NA,NA,0
17973,Galactose 1-phosphate,HMDB0000645,123912,17973,C00446,5618,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O,1
17976,QH(2),HMDB0059661,447920,17976,NA,NA,COC1=C(O)C(C)=C(CC=C(C)C)C(O)=C1OC,1
17984,Acyl-CoA,METPA0003,NA,17984,C00040,NA,NA,1
179906,NA,NA,NA,NA,NA,NA,NA,0
17992,Sucrose,HMDB0000258,5988,17992,C00089,137,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,1
17996,Chloride ion,HMDB0000492,312,17996,C00698,NA,[Cl-],1
17998,"3a,7b,12a-Trihydroxy-5a-Cholanoic acid",HMDB0000432,129,17998,C02373,6155,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C,1
18005,2-oxo-3-phenylpropanoate,HMDB0304081,NA,18005,NA,NA,[O-]C(=O)C(=O)CC1=CC=CC=C1,1
18009,NADP+,HMDB0304435,5886,18009,C00006,5227,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,1
18020,4-Trimethylammoniobutanal,HMDB0001345,133,18020,C01149,6179,C[N+](C)(C)CCCC=O,1
18022,Thiocyanate,HMDB0001453,9322,18022,C01755,NA,[S-]C#N,1
18034,4-fumarylacetoacetate(2-),HMDB0062563,122,18034,NA,NA,OC(=O)CC(=O)CC(=O)C=CC(O)=O,1
18035,NA,NA,NA,NA,NA,NA,NA,0
18036,NA,NA,NA,NA,NA,NA,NA,0
180460,Paracetamol-Cys-Gly conjugate,NA,NA,180460,NA,NA,NA,1
180482,NA,NA,NA,NA,NA,NA,NA,0
18059,NA,NA,NA,NA,NA,NA,NA,0
180684,6-Thioinosine-5'-monophosphate(2-),NA,NA,180684,NA,NA,NA,1
180685,6-Thioxanthine 5'-monophosphate(2-),NA,NA,180685,NA,NA,NA,1
180686,6-Thioguanosine monophosphate(2-),NA,NA,180686,NA,NA,NA,1
180687,6-Thioguanosine diphosphate(3-),NA,NA,180687,NA,NA,NA,1
180688,6 thioguanosine triphosphate(4-),NA,NA,180688,NA,NA,NA,1
180689,6 thiodeoxyguanosine monophosphate (2-),NA,NA,180689,NA,NA,NA,1
180690,6 thiodeoxyguanosine diphosphate (3-),NA,NA,180690,NA,NA,NA,1
180691,6-thiodeoxyguanosine triphosphate (4-),NA,NA,180691,NA,NA,NA,1
180696,NA,NA,NA,NA,NA,NA,NA,0
180697,6beta-hydroxyprednisolone,NA,NA,180697,NA,NA,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)C=C[C@]12C,1
18085,NA,NA,NA,NA,NA,NA,NA,0
18090,3-Aminopropionaldehyde,HMDB0001106,75,18090,C05665,6007,NCCC=O,1
180930,6beta-hydroxyprednisone,NA,NA,180930,NA,NA,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)C=C[C@]12C,1
180931,GS-nitroimidazole,NA,NA,180931,NA,NA,NA,1
180932,2-hydroxyatorvastatin lactone,NA,NA,180932,NA,NA,NA,1
180934,4-hydroxyatorvastatin lactone,NA,NA,180934,NA,NA,NA,1
18097,Ferricytochrome b5,METPA0108,NA,18097,C00996,NA,NA,1
18105,D-fructose 1-phosphate,HMDB0060467,65246,18105,NA,NA,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)C(=O)COP(O)(O)=O,1
18111,NA,NA,NA,NA,NA,NA,NA,0
18116,Pseudouridine 5'-phosphate,HMDB0001271,439424,18116,C01168,NA,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)C1=CNC(=O)NC1=O,1
18132,Phosphorylcholine,HMDB0001565,1014,18132,C00588,6326,C[N+](C)(C)CCOP(O)(O)=O,1
18139,Trimethylamine,HMDB0000906,1146,18139,C00565,3772,CN(C)C,1
18145,alpha-Tocopherol,HMDB0001893,14985,18145,C02477,6376,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1,1
18148,"alpha-D-Glucose 1,6-bisphosphate",HMDB0003514,82400,18148,C01231,NA,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,1
18153,Ethylene,HMDB0029594,6325,18153,C06547,NA,C=C,1
18169,D-myo-Inositol 3-phosphate,HMDB0006814,440194,18169,C04006,5223,O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1O,1
18170,Selenate,HMDB0062761,1089,18170,C05697,NA,O[Se](O)(=O)=O,1
18191,Thioredoxin disulfide,METPA0032,NA,18191,C00343,NA,NA,1
18212,NA,NA,NA,NA,NA,NA,NA,0
18216,NA,NA,NA,NA,NA,NA,NA,0
18224,NA,NA,NA,NA,NA,NA,NA,0
18225,"D-myo-Inositol 1,3-bisphosphate",HMDB0006234,NA,18225,C04062,NA,O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,1
18248,NA,NA,NA,NA,NA,NA,NA,0
18252,Zymosterol intermediate 2,HMDB0006271,92746,18252,C05437,NA,[H][C@@](C)(CCC=C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3,1
18274,2'-deoxyribonucleoside,NA,NA,18274,NA,NA,OC[C@H]1O[C@@H]([*])C[C@@H]1O,1
18276,Hydrogen,HMDB0001362,783,18276,C00282,NA,[H][H],1
18278,NA,NA,NA,NA,NA,NA,NA,0
18293,Bergapten,HMDB0030637,2355,18293,C01557,NA,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,1
182969,20alpha-dihydroprednisone,NA,NA,182969,NA,NA,[H][C@@]12CC[C@](O)([C@H](O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1
18297,myo-Inositol 1-phosphate,HMDB0000213,NA,18297,C04006,359,O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,1
182970,NA,NA,NA,NA,NA,NA,NA,0
18304,Nicotinic acid adenine dinucleotide,HMDB0001179,165491,18304,C00857,4234,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,1
18305,Arbutin,HMDB0029943,440936,18305,C06186,NA,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,1
18313,NA,NA,NA,NA,NA,NA,NA,0
18315,Pyrroloquinoline quinone,HMDB0013636,1024,18315,C00113,NA,OC(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(O)=O)C(O)=O)C(=O)C2=O,1
18327,NA,NA,NA,NA,NA,NA,NA,0
18332,Thyroxine,HMDB0000248,5819,18332,C01829,439,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,1
18335,Pyridoxamine 5'-phosphate,HMDB0001555,1053,18335,C00647,NA,CC1=NC=C(COP(O)(O)=O)C(CN)=C1O,1
18341,NA,NA,NA,NA,NA,NA,NA,0
18344,Kynurenic acid,HMDB0000715,3845,18344,C01717,5683,OC(=O)C1=CC(=O)C2=CC=CC=C2N1,1
18346,Vanillin,HMDB0012308,1183,18346,C00755,NA,COC1=CC(C=O)=CC=C1O,1
18358,Methoxsalen,HMDB0014693,4114,18358,C01864,NA,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,1
18364,"4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol",HMDB0001286,50990081,18364,C05108,6135,[H][C@@]12CCC([C@H](C)CCC=C(C)C)[C@@]1(C)CCC1=C2CC[C@@]2([H])C(C)(C)[C@@H](O)CC[C@]12C,1
18366,Arg-tRNA(Arg),NA,NA,18366,NA,NA,NA,1
18367,NA,NA,NA,NA,NA,NA,NA,0
18377,N'-Formylkynurenine,HMDB0001200,910,18377,C02406,NA,NC(CC(=O)C1=CC=CC=C1NC=O)C(O)=O,1
18384,D-myo-Inositol 4-phosphate,HMDB0001313,440043,18384,C03546,6151,O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1O,1
18385,Thiamine,HMDB0000235,1130,18385,C00378,5242,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,1
18396,"Beta-1,4-D-Mannosylchitobiosyldiphosphodolichol",HMDB0011673,45259170,18396,C05860,NA,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@@H](O[C@@H]2CO)O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]2CO)OP(=O)(O)OP(=O)(O)OCCC(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@@H](O)[C@@H](O)[C@@H]1O,1
18397,Phenylethylamine,HMDB0012275,1001,18397,C05332,NA,NCCC1=CC=CC=C1,1
18402,Coprocholic acid,HMDB0000601,122312,18402,C04722,5577,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)C(O)=O,1
